country,country_long,name,capacity_mw,latitude,longitude,primary_fuel,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017
CHN,China,Guodian Huangjinbu power station,1300,28.4508,116.8603,Coal,,,,,6334.49
CHN,China,Guodian Jilin power station,1300,47.3783,124.0519,Coal,,,,,6334.49
CHN,China,Hejin power station,1300,35.6131,110.6558,Coal,,,,,6334.49
CHN,China,Huaneng Yangliuqing power station,1300,39.1512,117.038,Coal,,,,,6334.49
CHN,China,Liyujiang-2B power station,1300,25.9404,113.1925,Coal,,,,,6334.49
CHN,China,Sanhe Yanjiao power station,1300,39.9528,116.8487,Coal,,,,,6334.49
CHN,China,Taicanggang power station,1300,31.5877,121.2566,Coal,,,,,6334.49
CHN,China,Tongmei Yongji power station,1300,34.8558,110.4707,Coal,,,,,6334.49
JPN,Japan,Yanai,1400,33.953,132.1248,Gas,,,,,6334.03
USA,United States of America,Brandon Shores,1370.2,39.18,-76.5389,Coal,,,,,6329.19
USA,United States of America,TalenEnergy Martins Creek,1794.1,40.7978,-75.1054,Gas,,,,,6326.88
IND,India,"ANAPARA ""C""",1200,24.2007,82.8,Coal,,,,,6321.54
IND,India,ANUPUR TPP,1200,23.0655,81.7865,Coal,,,,,6321.54
IND,India,BARADARHA TPP,1200,21.9114,83.1889,Coal,,,,,6321.54
IND,India,DERANG,1200,21.1238,84.9843,Coal,,,,,6321.54
IND,India,ITPCL TPP,1200,11.5214,79.7515,Coal,,,,,6321.54
IND,India,JSW RATNAGIRI TPP,1200,17.297,73.212,Coal,,,,,6321.54
IND,India,KALISINDH,1200,24.5295,76.0986,Coal,,,,,6321.54
IND,India,MAHAN TPP,1200,24.0077,82.4172,Coal,,,,,6321.54
IND,India,MELAMARUTHUR (MUTHIARA),1200,8.9159,78.1374,Coal,,,,,6321.54
IND,India,NORTH CHENNAI EXTENSION,1200,13.245,80.3257,Coal,,,,,6321.54
IND,India,RAGHUNATHPUR TPP PH-I,1200,23.622,86.661,Coal,,,,,6321.54
IND,India,RAJIV GANDHI  TPS HISAR,1200,29.356,75.869,Coal,,,,,6321.54
IND,India,ROSA TPP PH - 1,1200,27.818,79.936,Coal,,,,,6321.54
IND,India,SALAYA TPP,1200,22.3049,69.7101,Coal,,,,,6321.54
IND,India,SINGARENI TPP,1200,18.8372,79.5748,Coal,,,,,6321.54
IND,India,UDUPI TPP,1200,13.1596,74.8002,Coal,,,,,6321.54
USA,United States of America,FirstEnergy Pleasants Power Station,1368,39.3667,-81.2944,Coal,,,,,6319.03
USA,United States of America,Allen,1791.7,35.0741,-90.1487,Gas,,,,,6318.42
GBR,United Kingdom,Hinkley Point B,955,51.2085,-3.1334,Nuclear,,,,,6310.68
EGY,Egypt,Cairo West,1360,30.1387,31.1672,Gas,,,,,6309.58
USA,United States of America,Gerald Gentleman,1362.6,41.0808,-101.1408,Coal,,,,,6294.08
USA,United States of America,Geysers Unit 5-20,1163,38.777,-122.745,Geothermal,,,,,6286.45
ETH,Ethiopia,Gilgel Gibe III,1870,6.8482,37.3018,Hydro,6813.2,5714.73,6810.95,6763.41,6272.93
USA,United States of America,Greensville County Power Station,1773.3,36.7182,-77.6496,Gas,,,,,6253.53
CHN,China,Longkaikou,1900,26.53,100.42,Hydro,4467.05,7792.83,5695.61,6338.57,6250.24
BGD,Bangladesh,Horippur Power CCPP,946,23.6839,90.5314,Gas,,,,,6249.42
ECU,Ecuador,Coca Coda Sinclair,1500,-0.1443,-77.617,Hydro,5101.67,5132.6,5165.8,4850.7,6241.95
CHN,China,Fuyang power station,1280,33.0047,115.8448,Coal,,,,,6237.04
CHN,China,Guangzhou Zhujiang power station,1280,22.8141,113.5678,Coal,,,,,6237.04
CHN,China,Yangquan-2 power station,1280,37.7745,113.6262,Coal,,,,,6237.04
KOR,South Korea,Bugok,1503,36.959,126.7825,Gas,,,,,6230.2
KOR,South Korea,Ulsan,3000,35.4754,129.3812,Oil,,,,,6229.36
BHR,Bahrain,Hidd Power and Water station 1,963,26.2223,50.6621,Gas,,,,,6229.35
BHR,Bahrain,Al Ezzel Power Station,962,26.2175,50.6595,Gas,,,,,6222.88
POL,Poland,Turów,1498,50.9482,14.9128,Coal,,,,,6222.49
CHN,China,Wuqiangxi,1200,28.78,110.93,Hydro,5481.02,6281.25,5917.52,5883.49,6221.96
RUS,Russia,Tyumen CHP-1,1417,57.0867,65.6269,Gas,,,,,6216
CHN,China,Taiyuan 1 Coal,1275,37.7808,112.4776,Coal,,,,,6212.68
VNM,Vietnam,Vung Ang I,1245,18.0979,106.38,Coal,,,,,6199.8
POL,Poland,Opole,1492,50.7514,17.8845,Coal,,,,,6197.57
VNM,Vietnam,Duyen Hai 1,1244,9.583,106.52,Coal,,,,,6194.82
VNM,Vietnam,Vinh Tan 2,1244,11.317,108.81,Coal,,,,,6194.82
IND,India,RATNAGIRI GAS,1967.08,17.5587,73.167,Gas,,,,,6189.3
USA,United States of America,Lincoln Combustion,1753.6,35.4317,-81.0347,Gas,,,,,6184.06
GBR,United Kingdom,West Burton CCGT,1332,53.3631,-0.7976,Gas,,,,,6180.55
IND,India,PARLI,1170,18.8685,76.5254,Coal,,,,,6163.51
CHN,China,Huaneng Zuoquan power station,1262,37.0694,113.3526,Coal,,,,,6149.33
CHN,China,CR Changzhou power station,1260,31.9576,119.9921,Coal,,,,,6139.59
CHN,China,Datang Binchang power station,1260,35.1359,107.9315,Coal,,,,,6139.59
CHN,China,Datang Zhuzhou-2 power station,1260,27.2444,113.4603,Coal,,,,,6139.59
CHN,China,Guodian Shangqiu Minquan power station,1260,34.6189,115.2925,Coal,,,,,6139.59
CHN,China,Guohua Taicang power station,1260,31.5877,121.2556,Coal,,,,,6139.59
CHN,China,Hefei power station,1260,31.9137,117.2521,Coal,,,,,6139.59
CHN,China,Huadian Suzhou power station,1260,33.8059,116.9821,Coal,,,,,6139.59
CHN,China,Huaibei Linhuan power station,1260,33.6127,116.5866,Coal,,,,,6139.59
CHN,China,Jiangyou power station,1260,31.8045,104.7679,Coal,,,,,6139.59
CHN,China,Kaifeng-2 power station,1260,34.8063,114.4451,Coal,,,,,6139.59
CHN,China,Linyi power station,1260,35.0071,118.3239,Coal,,,,,6139.59
CHN,China,Luoyang Shouyangshan-3 power station,1260,34.7371,112.684,Coal,,,,,6139.59
CHN,China,Taiyuan-2 power station,1260,37.987,112.519,Coal,,,,,6139.59
CHN,China,Xingyang Integration power station,1260,34.8246,113.3676,Coal,,,,,6139.59
CHN,China,Zhejiang Taizhou-1 power station,1260,28.6978,121.453,Coal,,,,,6139.59
USA,United States of America,PSEG Linden Generating Station,1740,40.6217,-74.2072,Gas,,,,,6136.1
USA,United States of America,Haynes,1739.1,33.7647,-118.0991,Gas,,,,,6132.92
THA,Thailand,Ratchaburi Power (RPCL),1400,13.6068,99.8902,Gas,,,,,6122.32
USA,United States of America,GREC,1734.3,36.1903,-95.2894,Gas,,,,,6116
USA,United States of America,Midlothian Energy Facility,1734,32.4302,-97.0537,Gas,,,,,6114.94
KOR,South Korea,Yulchon,1475,34.913,127.593,Gas,,,,,6114.14
USA,United States of America,H B Robinson,768.6,34.4017,-80.1589,Nuclear,,,,,6097.52
USA,United States of America,Elwood Energy LLC,1728,41.4388,-88.1236,Gas,,,,,6093.78
USA,United States of America,Kincaid Generation LLC,1319,39.5906,-89.4964,Coal,,,,,6092.69
